address,activity_days,coordinates
"JALAN BERLIAN 1,TAMAN BERLIAN BIRU, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.018223, 103.295513"
"JALAN BERLIAN 9,TAMAN BERLIAN BIRU, KLUANG JOHOR","Monday,Thursday","2.0179176, 103.2936417"
"JALAN BERLIAN BIRU 1,TAMAN BERLIAN BIRU 2, KLUANG JOHOR","Monday,Thursday","2.0198986, 103.2928542"
"JALAN BERLIAN BIRU 2,TAMAN BERLIAN BIRU 2, KLUANG JOHOR","Monday,Thursday","2.0199728, 103.2934732"
"JALAN 1,TAMAN BERSATU, KLUANG JOHOR","Tuesday,Friday","2.0090419, 103.3100012"
"JALAN 1,TAMAN BERSATU, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0090419, 103.3100012"
"JALAN 2,TAMAN BERSATU, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0201799, 103.3089675"
"JALAN 3,TAMAN BERSATU, KLUANG JOHOR","Tuesday,Friday","2.0183673, 103.3088966"
"JALAN 4,TAMAN BERSATU, KLUANG JOHOR","Tuesday,Friday","2.0081875, 103.3091279"
"JALAN 5,TAMAN BERSATU, KLUANG JOHOR","Tuesday,Friday","2.0177629, 103.309571"
"JALAN 6,TAMAN BERSATU, KLUANG JOHOR","Tuesday,Friday","2.0175353, 103.3104598"
"JALAN 7,TAMAN BERSATU, KLUANG JOHOR","Tuesday,Friday","2.0097972, 103.3099833"
"JALAN 8,TAMAN BERSATU, KLUANG JOHOR","Tuesday,Friday","2.0281115, 103.2998931"
"JALAN BESTARI 1,TAMAN BESTARI, AYER HITAM, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","1.927611, 103.1841128"
"JALAN BINTANG,TAMAN BINTANG, KLUANG JOHOR","Monday,Thursday","1.6145826, 103.65925"
"JALAN BINTANG 3,TAMAN BINTANG, KLUANG JOHOR","Monday,Thursday","1.6146952, 103.6603077"
"JALAN BINTANG 4,TAMAN BINTANG, KLUANG JOHOR","Monday,Thursday","1.6151793, 103.6595695"
"JALAN CAHAYA PELANGI 1,TAMAN CAHAYA PELANGI, KLUANG JOHOR","Wednesday,Sunday","2.0576482, 103.3124226"
"JALAN CAHAYA PELANGI 2,TAMAN CAHAYA PELANGI, KLUANG JOHOR","Wednesday,Sunday","2.0579512, 103.3128748"
"JALAN CAHAYA PELANGI 3,TAMAN CAHAYA PELANGI, KLUANG JOHOR","Wednesday,Sunday","2.0573297, 103.3160265"
"JALAN CAHAYA PELANGI 4,TAMAN CAHAYA PELANGI, KLUANG JOHOR","Wednesday,Sunday","2.0573297, 103.3160265"
"JALAN CAHAYA PELANGI 5,TAMAN CAHAYA PELANGI, KLUANG JOHOR","Wednesday,Sunday","2.0573297, 103.3160265"
"JALAN CAHAYA PELANGI 6,TAMAN CAHAYA PELANGI, KLUANG JOHOR","Wednesday,Sunday","2.0573297, 103.3160265"
"JALAN CAHAYA PELANGI 7,TAMAN CAHAYA PELANGI, KLUANG JOHOR","Wednesday,Sunday","2.0573297, 103.3160265"
"JALAN CAHAYA PELANGI 8,TAMAN CAHAYA PELANGI, KLUANG JOHOR","Wednesday,Sunday","2.0573297, 103.3160265"
"JALAN CAHAYA PELANGI 9,TAMAN CAHAYA PELANGI, KLUANG JOHOR","Wednesday,Sunday","2.0573297, 103.3160265"
"JALAN CAHAYA PELANGI 10,TAMAN CAHAYA PELANGI, KLUANG JOHOR","Wednesday,Sunday","2.0573297, 103.3160265"
"JALAN CAHAYA PELANGI 11,TAMAN CAHAYA PELANGI, KLUANG JOHOR","Wednesday,Sunday","2.0573297, 103.3160265"
"JALAN 1,TAMAN DELIMA, KLUANG JOHOR","Wednesday,Sunday","2.0093616, 103.3114508"
"JALAN 1,TAMAN DELIMA, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0093616, 103.3114508"
"JALAN 10,TAMAN DELIMA, KLUANG JOHOR","Wednesday,Sunday","2.0073069, 103.3092628"
"JALAN 11,TAMAN DELIMA, KLUANG JOHOR","Monday,Thursday","2.0097638, 103.3113398"
"JALAN 12,TAMAN DELIMA, KLUANG JOHOR","Wednesday,Sunday","2.0065802, 103.3088797"
"JALAN 13,TAMAN DELIMA, KLUANG JOHOR","Monday,Thursday","2.0111749, 103.3117859"
"JALAN 14,TAMAN DELIMA, KLUANG JOHOR","Wednesday,Sunday","2.006679, 103.31015"
"JALAN 14/1,TAMAN DELIMA, KLUANG JOHOR","Wednesday,Sunday","2.007129, 103.309204"
"JALAN 14/2,TAMAN DELIMA, KLUANG JOHOR","Wednesday,Sunday","2.006776, 103.309713"
"JALAN 14/3,TAMAN DELIMA, KLUANG JOHOR","Wednesday,Sunday","2.007016, 103.310081"
"JALAN 14/4,TAMAN DELIMA, KLUANG JOHOR","Wednesday,Sunday","2.0071262, 103.3104733"
"JALAN 15,TAMAN DELIMA, KLUANG JOHOR","Monday,Thursday","2.0110739, 103.3125215"
"JALAN 16,TAMAN DELIMA, KLUANG JOHOR","Wednesday,Sunday","2.0061514, 103.3098913"
"JALAN 17,TAMAN DELIMA, KLUANG JOHOR","Monday,Thursday","2.0104379, 103.3138128"
"JALAN 18,TAMAN DELIMA, KLUANG JOHOR","Wednesday,Sunday","2.0067427, 103.3110453"
"JALAN 19,TAMAN DELIMA, KLUANG JOHOR","Monday,Thursday","2.0109249, 103.3134031"
"JALAN 2,TAMAN DELIMA, KLUANG JOHOR","Wednesday,Sunday","2.0079499, 103.3081333"
"JALAN 20,TAMAN DELIMA, KLUANG JOHOR","Monday,Thursday","2.0076884, 103.3111235"
"JALAN 22,TAMAN DELIMA, KLUANG JOHOR","Monday,Thursday","2.0078918, 103.311956"
"JALAN 24,TAMAN DELIMA, KLUANG JOHOR","Monday,Thursday","2.0091667, 103.3137295"
"JALAN 26,TAMAN DELIMA, KLUANG JOHOR","Monday,Thursday","2.0088143, 103.3122935"
"JALAN 28,TAMAN DELIMA, KLUANG JOHOR","Monday,Thursday","2.008078, 103.3130835"
"JALAN 3,TAMAN DELIMA, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0171074, 103.3091519"
"JALAN 30,TAMAN DELIMA, KLUANG JOHOR","Monday,Thursday","2.0074739, 103.3132337"
"JALAN 32,TAMAN DELIMA, KLUANG JOHOR","Monday,Thursday","2.0069179, 103.3133462"
"JALAN 4,TAMAN DELIMA, KLUANG JOHOR","Wednesday,Sunday","2.0081875, 103.3091279"
"JALAN 4/1,TAMAN DELIMA, KLUANG JOHOR","Wednesday,Sunday","2.007617, 103.308693"
"JALAN 4/2,TAMAN DELIMA, KLUANG JOHOR","Wednesday,Sunday","2.0080898, 103.308277"
"JALAN 4/3,TAMAN DELIMA, KLUANG JOHOR","Wednesday,Sunday","2.0080583, 103.3083385"
"JALAN 7,TAMAN DELIMA, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0097972, 103.3099833"
"JALAN 8,TAMAN DELIMA, KLUANG JOHOR","Wednesday,Sunday","2.0082774, 103.3112453"
"JALAN 9,TAMAN DELIMA, KLUANG JOHOR","Monday,Thursday","2.0117613, 103.3101484"
"JALAN DELIMA 1,TAMAN DELIMA 2, KLUANG JOHOR","Wednesday,Sunday","2.0024834, 103.3101366"
"JALAN DELIMA 2,TAMAN DELIMA 2, KLUANG JOHOR","Wednesday,Sunday","2.0049685, 103.314775"
"JALAN DELIMA 3,TAMAN DELIMA 2, KLUANG JOHOR","Wednesday,Sunday","2.0038465, 103.3136596"
"JALAN DELIMA 4,TAMAN DELIMA 2, KLUANG JOHOR","Wednesday,Sunday","2.0043685, 103.3134681"
"JALAN DELIMA 6,TAMAN DELIMA 2, KLUANG JOHOR","Wednesday,Sunday","2.0057921, 103.3134229"
"JALAN DELIMA 7,TAMAN DELIMA 2, KLUANG JOHOR","Wednesday,Sunday","2.0064516, 103.3138275"
"JALAN DELIMA 8,TAMAN DELIMA 2, KLUANG JOHOR","Wednesday,Sunday","2.0047159, 103.3120229"
"JALAN DELIMA 10,TAMAN DELIMA 2, KLUANG JOHOR","Wednesday,Sunday","2.0026556, 103.3101554"
"JALAN DELIMA 11,TAMAN DELIMA 2, KLUANG JOHOR","Wednesday,Sunday","2.0032345, 103.3098575"
"JALAN DELIMA 12,TAMAN DELIMA 2, KLUANG JOHOR","Wednesday,Sunday","2.0039016, 103.3101317"
"JALAN DELIMA 13,TAMAN DELIMA 2, KLUANG JOHOR","Wednesday,Sunday","2.0056082, 103.3097929"
"JALAN DELIMA 14,TAMAN DELIMA 2, KLUANG JOHOR","Wednesday,Sunday","2.0041649, 103.3084781"
"JALAN DELIMA 15,TAMAN DELIMA 2, KLUANG JOHOR","Wednesday,Sunday","2.0049552, 103.3099425"
"JALAN DELIMA 17,TAMAN DELIMA 2, KLUANG JOHOR","Wednesday,Sunday","2.0026048, 103.3135808"
"JALAN DELIMA 18,TAMAN DELIMA 2, KLUANG JOHOR","Wednesday,Sunday","2.0026048, 103.3135808"
"JALAN DELIMA 19,TAMAN DELIMA 2, KLUANG JOHOR","Wednesday,Sunday","2.0020595, 103.3133123"
"JALAN DELIMA 20,TAMAN DELIMA 2, KLUANG JOHOR","Wednesday,Sunday","2.00243, 103.314788"
"JALAN DELIMA 21,TAMAN DELIMA 2, KLUANG JOHOR","Wednesday,Sunday","2.002312, 103.3143464"
"JALAN DELIMA 22,TAMAN DELIMA 2, KLUANG JOHOR","Wednesday,Sunday","2.0020595, 103.3133123"
"JALAN DELIMA 23,TAMAN DELIMA 2, KLUANG JOHOR","Wednesday,Sunday","2.0016612, 103.3129777"
"JALAN DELIMA 24,TAMAN DELIMA 2, KLUANG JOHOR","Wednesday,Sunday","2.0018476, 103.3124885"
"JALAN DELIMA 25,TAMAN DELIMA 2, KLUANG JOHOR","Wednesday,Sunday","2.0017586, 103.3120864"
"JALAN DELIMA 26,TAMAN DELIMA 2, KLUANG JOHOR","Wednesday,Sunday","2.0016661, 103.3116568"
"JALAN DELIMA 27,TAMAN DELIMA 2, KLUANG JOHOR","Wednesday,Sunday","2.0028004, 103.3122849"
"JALAN DESA,TAMAN DESA, KLUANG JOHOR","Monday,Thursday","2.0182393, 103.2855938"
"JALAN DESA,TAMAN DESA, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0182393, 103.2855938"
"JALAN DESA 1,TAMAN DESA, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0134644, 103.2857595"
"JALAN DESA 10,TAMAN DESA, KLUANG JOHOR","Monday,Thursday","2.0215814, 103.2857667"
"JALAN DESA 10/1,TAMAN DESA, KLUANG JOHOR","Monday,Thursday","2.0223085, 103.2856396"
"JALAN DESA 10/2,TAMAN DESA, KLUANG JOHOR","Monday,Thursday","2.0222273, 103.2862416"
"JALAN DESA 10/3,TAMAN DESA, KLUANG JOHOR","Monday,Thursday","2.0226929, 103.286226"
"JALAN DESA 10/4,TAMAN DESA, KLUANG JOHOR","Monday,Thursday","2.0232431, 103.2861082"
"JALAN DESA 11,TAMAN DESA, KLUANG JOHOR","Monday,Thursday","2.0228943, 103.2842939"
"JALAN DESA 11/1,TAMAN DESA, KLUANG JOHOR","Monday,Thursday","2.0232666, 103.2847632"
"JALAN DESA 12,TAMAN DESA, KLUANG JOHOR","Monday,Thursday","2.0193859, 103.2856393"
"JALAN DESA 12/1,TAMAN DESA, KLUANG JOHOR","Monday,Thursday","2.023047, 103.2851134"
"JALAN DESA 12/2,TAMAN DESA, KLUANG JOHOR","Monday,Thursday","2.0236872, 103.2855855"
"JALAN DESA 2,TAMAN DESA, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0141949, 103.2871057"
"JALAN DESA 3,TAMAN DESA, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0140525, 103.2857127"
"JALAN DESA 4,TAMAN DESA, KLUANG JOHOR","Monday,Thursday","2.0182703, 103.2856833"
"GERAI MPK,JALAN DESA 5,TAMAN DESA, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0143278, 103.2856834"
"JALAN DESA 5/1,TAMAN DESA, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0148817, 103.2855768"
"JALAN DESA 5/2,TAMAN DESA, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0143155, 103.2850469"
"JALAN DESA 5/3,TAMAN DESA, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0154456, 103.2853273"
"JALAN DESA 6,TAMAN DESA, KLUANG JOHOR","Monday,Thursday","2.015021, 103.287041"
"JALAN DESA 7,TAMAN DESA, KLUANG JOHOR","Monday,Thursday","2.0167707, 103.2858494"
"JALAN DESA 7/1,TAMAN DESA, KLUANG JOHOR","Monday,Thursday","2.017003, 103.2850129"
"JALAN DESA 7/2,TAMAN DESA, KLUANG JOHOR","Monday,Thursday","2.0175333, 103.284968"
"DEWAN SERBAGUNA,JALAN DESA 7/2,TAMAN DESA, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0175333, 103.284968"
"JALAN DESA 7/3,TAMAN DESA, KLUANG JOHOR","Monday,Thursday","2.0180414, 103.2848119"
"JALAN DESA 7/4,TAMAN DESA, KLUANG JOHOR","Monday,Thursday","2.0188697, 103.2848737"
"JALAN DESA 7/5,TAMAN DESA, KLUANG JOHOR","Monday,Thursday","2.0187902, 103.284373"
"JALAN DESA 7/6,TAMAN DESA, KLUANG JOHOR","Monday,Thursday","2.0178472, 103.2841028"
"JALAN DESA 7/7,TAMAN DESA, KLUANG JOHOR","Monday,Thursday","2.0195687, 103.2845137"
"JALAN DESA 8,TAMAN DESA, KLUANG JOHOR","Monday,Thursday","2.0206732, 103.287099"
"JALAN DESA 8/1,TAMAN DESA, KLUANG JOHOR","Monday,Thursday","2.0174434, 103.2870647"
"JALAN DESA 8/2,TAMAN DESA, KLUANG JOHOR","Monday,Thursday","2.0187187, 103.2869048"
"JALAN DESA 8/3,TAMAN DESA, KLUANG JOHOR","Monday,Thursday","2.0194302, 103.2867815"
"JALAN DESA 8/4,TAMAN DESA, KLUANG JOHOR","Monday,Thursday","2.0194302, 103.2867815"
"JALAN DESA 8/5,TAMAN DESA, KLUANG JOHOR","Monday,Thursday","2.0199758, 103.2866069"
"SURAU NURUL ULUM,JALAN DESA 8/5,TAMAN DESA, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0199758, 103.2866069"
"JALAN DESA 8/6,TAMAN DESA, KLUANG JOHOR","Monday,Thursday","2.0204529, 103.2860117"
"JALAN DESA 8/7,TAMAN DESA, KLUANG JOHOR","Monday,Thursday","2.0210927, 103.2861192"
"JALAN DESA 9,TAMAN DESA, KLUANG JOHOR","Monday,Thursday","2.0201945, 103.2846355"
"JALAN DESA 9/1,TAMAN DESA, KLUANG JOHOR","Monday,Thursday","2.0213334, 103.2844055"
"JALAN DESA 9/2,TAMAN DESA, KLUANG JOHOR","Monday,Thursday","2.0200625, 103.2840599"
"JALAN DESA 9/3,TAMAN DESA, KLUANG JOHOR","Monday,Thursday","2.020978, 103.2839246"
"JALAN DESA 9/4,TAMAN DESA, KLUANG JOHOR","Monday,Thursday","2.0215435, 103.2837814"
"JALAN DESA 9/5,TAMAN DESA, KLUANG JOHOR","Monday,Thursday","2.0223858, 103.2842304"
"SEKOLAH AGAMA TAMAN DESA,JALAN DESA 9/5,TAMAN DESA, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0222772, 103.2840142"
"JALAN ONG KAI TOCK,TAMAN DESA, KLUANG JOHOR","Monday,Thursday","2.0179548, 103.2864908"
"JALAN PISANG BERANGAN,TAMAN DESA HARMONI, KLUANG JOHOR","Tuesday,Friday","2.0171928, 103.3071042"
"JALAN PISANG BERANGAN 1,TAMAN DESA HARMONI, KLUANG JOHOR","Tuesday,Friday","2.0141125, 103.3073789"
"JALAN PISANG BERANGAN 2,TAMAN DESA HARMONI, KLUANG JOHOR","Tuesday,Friday","2.0147242, 103.3071518"
"JALAN PISANG BERANGAN 4,TAMAN DESA HARMONI, KLUANG JOHOR","Tuesday,Friday","2.0164335, 103.306758"
"JALAN PISANG NIPAH,TAMAN DESA HARMONI, KLUANG JOHOR","Tuesday,Friday","2.0128763, 103.3082591"
"JALAN PISANG LILIN,TAMAN DESA HARMONI, KLUANG JOHOR","Tuesday,Friday","2.034939, 103.3182697"
"JALAN PISANG LEMAK MANIS,TAMAN DESA HARMONI, KLUANG JOHOR","Tuesday,Friday","2.0120256, 103.3073525"
"JALAN PISANG TANDUK,TAMAN DESA HARMONI, KLUANG JOHOR","Tuesday,Friday","2.034939, 103.3182697"
"JALAN PISANG KAPAS,TAMAN DESA HARMONI, KLUANG JOHOR","Tuesday,Friday","2.0113739, 103.3095595"
"JALAN PISANG RESTALI,TAMAN DESA HARMONI, KLUANG JOHOR","Tuesday,Friday","2.016632, 103.3063456"
"JALAN PISANG NANGKA,TAMAN DESA HARMONI, KLUANG JOHOR","Tuesday,Friday","2.0121778, 103.3107153"
"JALAN PISANG BOYAN,TAMAN DESA HARMONI, KLUANG JOHOR","Tuesday,Friday","2.0121764, 103.3115203"
"JALAN PISANG RAJA UDANG,TAMAN DESA HARMONI, KLUANG JOHOR","Tuesday,Friday","2.0122082, 103.3128637"
"SMK SAINS JOHOR,JALAN PISANG RAJA UDANG,TAMAN DESA HARMONI, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0122082, 103.3128637"
"JALAN PISANG JELAI,TAMAN DESA HARMONI, KLUANG JOHOR","Tuesday,Friday","2.034939, 103.3182697"
"JALAN PISANG RAJA 2,TAMAN DESA HARMONI, KLUANG JOHOR","Tuesday,Friday","2.011665, 103.3137773"
"JALAN PISANG RAJA 3,TAMAN DESA HARMONI, KLUANG JOHOR","Tuesday,Friday","2.0122082, 103.3128637"
"JALAN PISANG EMAS,TAMAN DESA HARMONI, KLUANG JOHOR","Tuesday,Friday","2.0124232, 103.3093074"
"JALAN BERKAT,TAMAN EMAS, KLUANG JOHOR","Tuesday,Friday","2.0222999, 103.3029203"
"JALAN SAHABAT,TAMAN EMAS, KLUANG JOHOR","Tuesday,Friday","2.0207079, 103.301418"
"JALAN SAHABAT,TAMAN EMAS, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0207079, 103.301418"
"JALAN SAHABAT 1,TAMAN EMAS, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0197146, 103.302525"
"JALAN SAHABAT 10,TAMAN EMAS, KLUANG JOHOR","Tuesday,Friday","2.0209732, 103.3004778"
"JALAN SAHABAT 11,TAMAN EMAS, KLUANG JOHOR","Tuesday,Friday","2.0204869, 103.3007278"
"JALAN SAHABAT 12,TAMAN EMAS, KLUANG JOHOR","Tuesday,Friday","2.019818, 103.3009922"
"JALAN SAHABAT 2,TAMAN EMAS, KLUANG JOHOR","Tuesday,Friday","2.020212, 103.3021515"
"JALAN SAHABAT 3,TAMAN EMAS, KLUANG JOHOR","Tuesday,Friday","2.0216503, 103.3024129"
"SURAU TMN EMAS,JALAN SAHABAT 3,TAMAN EMAS, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0216503, 103.3024129"
"JALAN SAHABAT 4,TAMAN EMAS, KLUANG JOHOR","Tuesday,Friday","2.0215128, 103.3018672"
"JALAN SAHABAT 5,TAMAN EMAS, KLUANG JOHOR","Tuesday,Friday","2.0214138, 103.3019066"
"JALAN SAHABAT 6,TAMAN EMAS, KLUANG JOHOR","Tuesday,Friday","2.0220826, 103.3015865"
"JALAN SAHABAT 7,TAMAN EMAS, KLUANG JOHOR","Tuesday,Friday","2.0213461, 103.3007025"
"JALAN SAHABAT 8,TAMAN EMAS, KLUANG JOHOR","Tuesday,Friday","2.0219869, 103.3001182"
"JALAN SAHABAT 9,TAMAN EMAS, KLUANG JOHOR","Tuesday,Friday","2.0215125, 103.3003174"
"JALAN IDAMAN 2,TAMAN IDAMAN, KLUANG JOHOR","Wednesday,Sunday","2.0286746, 103.3156909"
"JALAN IDAMAN 3,TAMAN IDAMAN, KLUANG JOHOR","Wednesday,Sunday","2.0281171, 103.3140946"
"JALAN IDAMAN 5,TAMAN IDAMAN, KLUANG JOHOR","Wednesday,Sunday","2.0270968, 103.3133512"
"JALAN IDAMAN 6,TAMAN IDAMAN, KLUANG JOHOR","Wednesday,Sunday","2.0265742, 103.3127315"
"JALAN IDAMAN 7,TAMAN IDAMAN, KLUANG JOHOR","Wednesday,Sunday","2.02681, 103.3117516"
"JALAN PERSIARAN IDAMAN,TAMAN IDAMAN, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0273484, 103.3137886"
"JALAN INTAN 1,TAMAN INTAN, KLUANG JOHOR","Monday,Thursday","2.0165727, 103.304317"
"JALAN INTAN 1,TAMAN INTAN, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0165727, 103.304317"
"JALAN INTAN 1/1,TAMAN INTAN, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0200489, 103.3049498"
"JALAN INTAN 1/2,TAMAN INTAN, KLUANG JOHOR","Monday,Thursday","2.0195085, 103.3051603"
"JALAN INTAN 1/3,TAMAN INTAN, KLUANG JOHOR","Monday,Thursday","2.0186704, 103.3045922"
"JALAN INTAN 1/4,TAMAN INTAN, KLUANG JOHOR","Monday,Thursday","2.016787, 103.305017"
"JALAN INTAN 1/5,TAMAN INTAN, KLUANG JOHOR","Monday,Thursday","2.0178815, 103.3054261"
"SMK SERI INTAN,JALAN INTAN 1/6,TAMAN INTAN, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0143444, 103.3051834"
"JALAN INTAN 1/7,TAMAN INTAN, KLUANG JOHOR","Monday,Thursday","2.0138512, 103.3059211"
"GERAI  MPK,JALAN INTAN 2,TAMAN INTAN, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.013591, 103.30278"
"JALAN INTAN 2/1,TAMAN INTAN, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0188235, 103.3020856"
"JALAN INTAN 2/10,TAMAN INTAN, KLUANG JOHOR","Monday,Thursday","2.0160211, 103.300268"
"JALAN INTAN 2/11,TAMAN INTAN, KLUANG JOHOR","Monday,Thursday","2.0160552, 103.2998315"
"JALAN INTAN 2/12,TAMAN INTAN, KLUANG JOHOR","Monday,Thursday","2.015598, 103.3001505"
"JALAN INTAN 2/13,TAMAN INTAN, KLUANG JOHOR","Monday,Thursday","2.015347, 103.3007265"
"JALAN INTAN 2/14,TAMAN INTAN, KLUANG JOHOR","Monday,Thursday","2.0137823, 103.3019351"
"JALAN INTAN 2/15,TAMAN INTAN, KLUANG JOHOR","Monday,Thursday","2.0133003, 103.3022235"
"JALAN INTAN 2/16,TAMAN INTAN, KLUANG JOHOR","Monday,Thursday","2.0128455, 103.3025151"
"JALAN INTAN 2/17,TAMAN INTAN, KLUANG JOHOR","Monday,Thursday","2.012492, 103.3029748"
"JALAN INTAN 2/18,TAMAN INTAN, KLUANG JOHOR","Monday,Thursday","2.0118918, 103.3035655"
"JALAN INTAN 2/19,TAMAN INTAN, KLUANG JOHOR","Monday,Thursday","2.0113602, 103.3036817"
"JALAN INTAN 2/2,TAMAN INTAN, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0182336, 103.3023316"
"JALAN INTAN 2/20,TAMAN INTAN, KLUANG JOHOR","Monday,Thursday","2.012067, 103.302729"
"JALAN INTAN 2/21,TAMAN INTAN, KLUANG JOHOR","Monday,Thursday","2.0102453, 103.3035007"
"JALAN INTAN 2/22,TAMAN INTAN, KLUANG JOHOR","Monday,Thursday","2.0097943, 103.3036467"
"JALAN INTAN 2/23,TAMAN INTAN, KLUANG JOHOR","Monday,Thursday","2.009363, 103.3039589"
"JALAN INTAN 2/3,TAMAN INTAN, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0183726, 103.3032513"
"JALAN INTAN 2/4,TAMAN INTAN, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0174642, 103.3033693"
"JALAN INTAN 2/5,TAMAN INTAN, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0166203, 103.3028539"
"JALAN INTAN 2/6,TAMAN INTAN, KLUANG JOHOR","Monday,Thursday","2.0156418, 103.3011781"
"JALAN INTAN 2/7,TAMAN INTAN, KLUANG JOHOR","Monday,Thursday","2.0178822, 103.2998846"
"JALAN INTAN 2/8,TAMAN INTAN, KLUANG JOHOR","Monday,Thursday","2.017416, 103.300206"
"JALAN INTAN 2/9,TAMAN INTAN, KLUANG JOHOR","Monday,Thursday","2.0102089, 103.3043739"
"JALAN INTAN 3,TAMAN INTAN, KLUANG JOHOR","Monday,Thursday","2.0158205, 103.3030701"
"JALAN INTAN 3,TAMAN INTAN, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0158205, 103.3030701"
"JALAN INTAN 3/1,TAMAN INTAN, KLUANG JOHOR","Monday,Thursday","2.0153699, 103.3039916"
"JALAN INTAN 3/2,TAMAN INTAN, KLUANG JOHOR","Monday,Thursday","2.0153393, 103.3034112"
"JALAN INTAN 3/3,TAMAN INTAN, KLUANG JOHOR","Monday,Thursday","2.0147653, 103.3035391"
"JALAN INTAN 3/4,TAMAN INTAN, KLUANG JOHOR","Monday,Thursday","2.0146548, 103.3029479"
