year,monthId,pbt,park,street,location,activity_days
2023,5,MP KLUANG,TAMAN SAUJANA,JALAN SAUJANA GEMILANG 10,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN SAUJANA,JALAN SAUJANA UTAMA 1,,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN SERI SURIA,JALAN SERI SURIA 1,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN SERI SURIA,JALAN SERI SURIA 2,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN SERI SURIA,JALAN SERI SURIA 3,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN SERI SURIA,JALAN SERI SURIA 4,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN SERI SURIA,JALAN SERI SURIA 5,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN SERI SURIA,JALAN SERI SURIA 6,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 1/1,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 1/1A,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 1/10,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 1/11,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 1/12,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 1/13,,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 1/15,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 1/16,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 1/17,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 1/18,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 1/19,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 1/2,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 1/4,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 1/5,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 1/5A,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 1/5B,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 1/6,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 1/7,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 1/7,MASJID AL-IKRAM,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 1/8,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 1/9,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 10,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 14/1,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 16,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 16,SMK TAMAN SRI KLUANG,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 16/1,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 2/11,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 2/12,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 2/13,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 2/15,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 2/16,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 2/17,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 2/18,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 3,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 3,,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 3/1,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 3/10,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 3/11,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 3/12,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 3/15,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 3/16,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 3/17,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 3/18,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 3/19,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 3/2,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 3/20,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 3/21,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 3/22,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 3/22A,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 3/23,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 3/25,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 3/26,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 3/27,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 3/28,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 3/29,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 3/3,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 3/4,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 3/5,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 3/6,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 3/7,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 3/8,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 3/9,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 4/1,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 4/2,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 4/3,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 5,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 5/1,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 5/10,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 5/11,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 5/12,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 5/2,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 5/3,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 5/4,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 5/5,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 5/6,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 5/7,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 5/8,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 5/9,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 6,,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 8,,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 4,,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 1,,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 1,,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 14/3,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 14/4,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 5/5A,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 2,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 2,,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 14/2,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 2/14,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 16/2,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SRI KLUANG,JALAN 1A,,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN SRI KLUANG 2,JALAN 23,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SRI KLUANG 2,JALAN 25,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SRI KLUANG 2,JALAN 27,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SRI KLUANG 2,JALAN 29,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SRI KLUANG 2,JALAN 18A,,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN SRI MERNANTI,JALAN DATO SYED ZAIN,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SRI MERNANTI,JALAN INTAN,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SRI MERNANTI,JALAN INTAN 1,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SRI MERNANTI,JALAN MUTIARA,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SRI MERNANTI,JALAN NILAM,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SRI MERNANTI,JALAN ZAMRUD,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SRI MERNANTI,JALAN ZAMRUD 1,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SRI MERNANTI,JALAN ZAMRUD 2,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SRI MERNANTI,JALAN ZAMRUD 3,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SRI MERNANTI,JALAN ZAMRUD 4,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SRI MERNANTI,LORONG INTAN,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SRI MERNANTI,JALAN SUSUR HAJI ITHNIN MAAROF,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SRI SURIA,JALAN KEDONDONG,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN SRI SURIA,JALAN KEDONDONG 1,,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN SRI SURIA,JALAN KEDONDONG 1,,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN SRI SURIA,JALAN KEDONDONG 2,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN SRI SURIA,JALAN KEDONDONG 3,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN SRI SURIA,JALAN KEDONDONG 4,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN SRI SURIA,JALAN KEDONDONG 5,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN SRI SURIA,JALAN KEDONDONG 6,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN SUNRISE PARK,JALAN ABD KADIR ABDULLAH,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN SUNRISE PARK,JALAN ADIL,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN SUNRISE PARK,JALAN DAMAI,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN SUNRISE PARK,JALAN DATO ABD RAHMAN AHMAD,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN SUNRISE PARK,JALAN FAJAR,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN SUNRISE PARK,JALAN HANG TUAH,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN SUNRISE PARK,JALAN HULUBALANG,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN SUNRISE PARK,JALAN KERJASAMA,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN SUNRISE PARK,JALAN LAKSAMANA,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN SUNRISE PARK,JALAN MAKMUR,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN SUNRISE PARK,JALAN OTHMAN WAHID,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN SUNRISE PARK,JALAN PAHLAWAN,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN SUNRISE PARK,JALAN PANGLIMA,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN SUNRISE PARK,JALAN PERWIRA,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN SUNRISE PARK,JALAN PERWIRA,,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN SUNRISE PARK,JALAN RIA,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN SUNRISE PARK,JALAN SUKA,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN SUNRISE PARK,LORONG PANGLIMA 1,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN SUNRISE PARK,JALAN HULUBALANG 1,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN SURIA,JALAN BIDARA,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SURIA,JALAN BIDARA 1,,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN SURIA,JALAN BIDARA 10,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SURIA,JALAN BIDARA 11,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SURIA,JALAN BIDARA 12,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SURIA,JALAN BIDARA 13,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SURIA,JALAN BIDARA 14,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SURIA,JALAN BIDARA 15,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SURIA,JALAN BIDARA 16,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SURIA,JALAN BIDARA 2,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SURIA,JALAN BIDARA 3,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SURIA,JALAN BIDARA 4,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SURIA,JALAN BIDARA 5,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SURIA,JALAN BIDARA 6,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SURIA,JALAN BIDARA 7,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SURIA,JALAN BIDARA 8,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SURIA,JALAN BIDARA 9,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SURIA,JALAN CERMAI 1,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SURIA,JALAN CERMAI 1,,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN SURIA,JALAN CERMAI 10,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SURIA,JALAN CERMAI 11,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SURIA,JALAN CERMAI 12,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SURIA,JALAN CERMAI 13,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SURIA,JALAN CERMAI 14,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SURIA,JALAN CERMAI 15,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SURIA,JALAN CERMAI 16,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SURIA,JALAN CERMAI 17,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SURIA,JALAN CERMAI 18,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SURIA,JALAN CERMAI 19,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SURIA,JALAN CERMAI 2,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SURIA,JALAN CERMAI 3,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SURIA,JALAN CERMAI 4,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SURIA,JALAN CERMAI 4,BALAIRAYA / SURAU,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN SURIA,JALAN CERMAI 5,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SURIA,JALAN CERMAI 6,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SURIA,JALAN CERMAI 7,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SURIA,JALAN CERMAI 8,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SURIA,JALAN CERMAI 9,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SURIA,JALAN PALA,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SURIA,JALAN PALA 1,,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN SURIA,JALAN PALA 2,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SURIA,JALAN PALA 3,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SURIA,JALAN PALA 5,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SURIA,JALAN PALA 6,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SURIA,JALAN PALA 7,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SURIA,JALAN PALA 8,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SURIA INDAH,JALAN SURIA INDAH 1,,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN SURIA INDAH,JALAN SURIA INDAH 2,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SURIA INDAH,JALAN SURIA INDAH 3,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SURIAMAS,JALAN SURIAMAS 1,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SURIAMAS,JALAN SURIAMAS 2,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN SUTERA INDAH,JALAN SUTERA INDAH,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN SUTERA INDAH,JALAN SUTERA INDAH 1,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN SUTERA INDAH,JALAN SUTERA INDAH 2,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN SUTERA INDAH,JALAN SUTERA INDAH 3,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN SUTERA INDAH,JALAN SUTERA INDAH 4,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN SUTERA INDAH,JALAN SUTERA INDAH 5,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN SUTERA INDAH,JALAN SUTERA INDAH 6,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN SUTERA INDAH,JALAN SUTERA INDAH 7,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN TASIK,JALAN IBRAHIM,SYARIKAT AIR JOHOR,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN TASIK,JALAN IBRAHIM,JABATAN PENGAIRAN DAN SALIRAN,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN TASIK,JALAN TASIK 3,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN TASIK,JALAN TASIK 4,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN TASIK,JALAN TASIK 5,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN TASIK,JALAN TASIK 6,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN TASIK,JALAN TASIK 7,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN TASIK,JALAN TASIK 8,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN TASIK,JALAN TASIK 9,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN TITIWANGSA,JALAN SATRIA 3,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN TITIWANGSA,JALAN PERWIRA 1,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN TITIWANGSA,JALAN PERWIRA 1/1,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN TITIWANGSA,JALAN PERWIRA 1/2,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN TITIWANGSA,JALAN PERWIRA 1/3,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN TITIWANGSA,JALAN PERWIRA 1/4,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN TITIWANGSA,JALAN PERWIRA 1/5,,"Tuesday,Friday"
