address,activity_days
"JALAN SUKUN,TAMAN LIAN SENG, KLUANG JOHOR","Wednesday,Sunday"
"JALAN DATO SYED ZAIN 1,TAMAN MAJU JAYA, KLUANG JOHOR","Tuesday,Friday"
"JALAN DATO SYED ZAIN 2,TAMAN MAJU JAYA, KLUANG JOHOR","Tuesday,Friday"
"JALAN DATO SYED ZAIN 3,TAMAN MAJU JAYA, KLUANG JOHOR","Tuesday,Friday"
"JALAN MELODI,TAMAN MELODI, KLUANG JOHOR","Wednesday,Sunday"
"JALAN MELODI 1,TAMAN MELODI, KLUANG JOHOR","Wednesday,Sunday"
"JALAN MELODI 2,TAMAN MELODI, KLUANG JOHOR","Wednesday,Sunday"
"JALAN MELODI 3,TAMAN MELODI, KLUANG JOHOR","Wednesday,Sunday"
"JALAN MELODI 4,TAMAN MELODI, KLUANG JOHOR","Wednesday,Sunday"
"JALAN MELODI 2/1,TAMAN MELODI, KLUANG JOHOR","Wednesday,Sunday"
"JALAN MELODI 2/2,TAMAN MELODI, KLUANG JOHOR","Wednesday,Sunday"
"JALAN HANG JEBAT,TAMAN MUHIBBAH, KLUANG JOHOR","Monday,Thursday"
"JALAN HANG TUAH,TAMAN MUHIBBAH, KLUANG JOHOR","Monday,Thursday"
"JALAN HANG TUAH 1,TAMAN MUHIBBAH, KLUANG JOHOR","Monday,Thursday"
"JALAN HANG TUAH 1/1,TAMAN MUHIBBAH, KLUANG JOHOR","Monday,Thursday"
"JALAN HANG TUAH 1/2,TAMAN MUHIBBAH, KLUANG JOHOR","Monday,Thursday"
"JALAN HANG TUAH 1/3,TAMAN MUHIBBAH, KLUANG JOHOR","Monday,Thursday"
"JALAN HANG TUAH 2,TAMAN MUHIBBAH, KLUANG JOHOR","Monday,Thursday"
"JALAN HANG TUAH 2/1,TAMAN MUHIBBAH, KLUANG JOHOR","Monday,Thursday"
"JALAN HANG TUAH 2/2,TAMAN MUHIBBAH, KLUANG JOHOR","Monday,Thursday"
"JALAN HANG TUAH 2/3,TAMAN MUHIBBAH, KLUANG JOHOR","Monday,Thursday"
"JALAN HANG TUAH 3,TAMAN MUHIBBAH, KLUANG JOHOR","Monday,Thursday"
"JALAN HANG TUAH 4,TAMAN MUHIBBAH, KLUANG JOHOR","Monday,Thursday"
"JALAN HANG TUAH 4,TAMAN MUHIBBAH, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
"JALAN HANG TUAH 4/1,TAMAN MUHIBBAH, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
"JALAN HANG TUAH 4/2,TAMAN MUHIBBAH, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
"JALAN HANG TUAH 4/3,TAMAN MUHIBBAH, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
"JALAN HANG TUAH 4/4,TAMAN MUHIBBAH, KLUANG JOHOR","Monday,Thursday"
"JALAN HANG TUAH 4/5,TAMAN MUHIBBAH, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
"JALAN HANG TUAH 4/6,TAMAN MUHIBBAH, KLUANG JOHOR","Monday,Thursday"
"JALAN HANG TUAH 4/7,TAMAN MUHIBBAH, KLUANG JOHOR","Monday,Thursday"
"JALAN HANG TUAH 5,TAMAN MUHIBBAH, KLUANG JOHOR","Monday,Thursday"
"JALAN HANG TUAH 5/1,TAMAN MUHIBBAH, KLUANG JOHOR","Monday,Thursday"
"JALAN HANG TUAH 5/2,TAMAN MUHIBBAH, KLUANG JOHOR","Monday,Thursday"
"JALAN HANG TUAH 6,TAMAN MUHIBBAH, KLUANG JOHOR","Monday,Thursday"
"JALAN HANG TUAH 6/1,TAMAN MUHIBBAH, KLUANG JOHOR","Monday,Thursday"
"JALAN HANG TUAH 6/2,TAMAN MUHIBBAH, KLUANG JOHOR","Monday,Thursday"
"JALAN HANG TUAH 7/1,TAMAN MUHIBBAH, KLUANG JOHOR","Monday,Thursday"
"JALAN HANG TUAH 7/2,TAMAN MUHIBBAH, KLUANG JOHOR","Monday,Thursday"
"JALAN HANG TUAH 7/3,TAMAN MUHIBBAH, KLUANG JOHOR","Monday,Thursday"
"JALAN HANG TUAH 8,TAMAN MUHIBBAH, KLUANG JOHOR","Monday,Thursday"
"JALAN HANG TUAH 8/1,TAMAN MUHIBBAH, KLUANG JOHOR","Monday,Thursday"
"JALAN HANG TUAH 9,TAMAN MUHIBBAH, KLUANG JOHOR","Monday,Thursday"
"JALAN HANG TUAH 9/1,TAMAN MUHIBBAH, KLUANG JOHOR","Monday,Thursday"
"JALAN HANG TUAH 9/2,TAMAN MUHIBBAH, KLUANG JOHOR","Monday,Thursday"
"JALAN HANG TUAH 9/3,TAMAN MUHIBBAH, KLUANG JOHOR","Monday,Thursday"
"JALAN HANG TUAH 9/4,TAMAN MUHIBBAH, KLUANG JOHOR","Monday,Thursday"
"JALAN HANG TUAH 9/5,TAMAN MUHIBBAH, KLUANG JOHOR","Monday,Thursday"
"JALAN MURNI 1,TAMAN MURNI 1, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
"JALAN MURNI 10,TAMAN MURNI 1, KLUANG JOHOR","Monday,Thursday"
"JALAN MURNI 2,TAMAN MURNI 1, KLUANG JOHOR","Monday,Thursday"
"JALAN MURNI 2,TAMAN MURNI 1, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
"JALAN MURNI 3,TAMAN MURNI 1, KLUANG JOHOR","Monday,Thursday"
"JALAN MURNI 4,TAMAN MURNI 1, KLUANG JOHOR","Monday,Thursday"
"JALAN MURNI 5,TAMAN MURNI 1, KLUANG JOHOR","Monday,Thursday"
"JALAN MURNI 6,TAMAN MURNI 1, KLUANG JOHOR","Monday,Thursday"
"JALAN MURNI 7,TAMAN MURNI 1, KLUANG JOHOR","Monday,Thursday"
"JALAN MURNI 8,TAMAN MURNI 1, KLUANG JOHOR","Monday,Thursday"
"JALAN MURNI 9,TAMAN MURNI 1, KLUANG JOHOR","Monday,Thursday"
"JALAN KUNDANG,TAMAN MURNI 2, KLUANG JOHOR","Monday,Thursday"
"JALAN KUNDANG 1,TAMAN MURNI 2, KLUANG JOHOR","Monday,Thursday"
"JALAN KUNDANG 10,TAMAN MURNI 2, KLUANG JOHOR","Monday,Thursday"
"JALAN KUNDANG 11,TAMAN MURNI 2, KLUANG JOHOR","Monday,Thursday"
"JALAN KUNDANG 12,TAMAN MURNI 2, KLUANG JOHOR","Monday,Thursday"
"JALAN KUNDANG 13,TAMAN MURNI 2, KLUANG JOHOR","Monday,Thursday"
"JALAN KUNDANG 2,TAMAN MURNI 2, KLUANG JOHOR","Monday,Thursday"
"JALAN KUNDANG 3,TAMAN MURNI 2, KLUANG JOHOR","Monday,Thursday"
"JALAN KUNDANG 4,TAMAN MURNI 2, KLUANG JOHOR","Monday,Thursday"
"JALAN KUNDANG 5,TAMAN MURNI 2, KLUANG JOHOR","Monday,Thursday"
"JALAN KUNDANG 6,TAMAN MURNI 2, KLUANG JOHOR","Monday,Thursday"
"JALAN KUNDANG 7,TAMAN MURNI 2, KLUANG JOHOR","Monday,Thursday"
"JALAN KUNDANG 8,TAMAN MURNI 2, KLUANG JOHOR","Monday,Thursday"
"JALAN KUNDANG 9,TAMAN MURNI 2, KLUANG JOHOR","Monday,Thursday"
"JALAN KUNDANG 16,TAMAN MURNI 2, KLUANG JOHOR","Monday,Thursday"
"JALAN KUNDANG 14,TAMAN MURNI 2, KLUANG JOHOR","Monday,Thursday"
"JALAN KUNDANG 15,TAMAN MURNI 2, KLUANG JOHOR","Monday,Thursday"
"JALAN KUNDANG 17,TAMAN MURNI 2, KLUANG JOHOR","Monday,Thursday"
"JALAN UTAMA,TAMAN MURNI JAYA, MACHAP, KLUANG JOHOR","Monday,Thursday"
"JALAN MURNI JAYA 1,TAMAN MURNI JAYA, MACHAP, KLUANG JOHOR","Monday,Thursday"
"JALAN MURNI JAYA 2,TAMAN MURNI JAYA, MACHAP, KLUANG JOHOR","Monday,Thursday"
"JALAN MURNI JAYA 3,TAMAN MURNI JAYA, MACHAP, KLUANG JOHOR","Monday,Thursday"
"JALAN MURNI JAYA 4,TAMAN MURNI JAYA, MACHAP, KLUANG JOHOR","Monday,Thursday"
"JALAN MURNI JAYA 5,TAMAN MURNI JAYA, MACHAP, KLUANG JOHOR","Monday,Thursday"
"JALAN MURNI JAYA 6,TAMAN MURNI JAYA, MACHAP, KLUANG JOHOR","Monday,Thursday"
"JALAN NILAM 1,TAMAN NILAM, KLUANG JOHOR","Monday,Thursday"
"JALAN NILAM 3,TAMAN NILAM, KLUANG JOHOR","Monday,Thursday"
"JALAN NILAM 4,TAMAN NILAM, KLUANG JOHOR","Monday,Thursday"
"JALAN NILAM 5,TAMAN NILAM, KLUANG JOHOR","Monday,Thursday"
"JALAN NILAM 6,TAMAN NILAM, KLUANG JOHOR","Monday,Thursday"
"JALAN NILAM 7,TAMAN NILAM, KLUANG JOHOR","Monday,Thursday"
"JALAN NILAM 2,TAMAN NILAM, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
"JALAN PALMA 1,TAMAN PALMA, KLUANG JOHOR","Monday,Thursday"
"JALAN PALMA 2,TAMAN PALMA, KLUANG JOHOR","Monday,Thursday"
"JALAN PALMA 3,TAMAN PALMA, KLUANG JOHOR","Monday,Thursday"
"JALAN PALMA 4,TAMAN PALMA, KLUANG JOHOR","Monday,Thursday"
"JALAN PALMA 5,TAMAN PALMA, KLUANG JOHOR","Monday,Thursday"
"JALAN PELANGI,TAMAN PELANGI, KLUANG JOHOR","Wednesday,Sunday"
"JALAN PELANGI 1,TAMAN PELANGI, KLUANG JOHOR","Wednesday,Sunday"
"JALAN PELANGI 10,TAMAN PELANGI, KLUANG JOHOR","Wednesday,Sunday"
"JALAN PELANGI 11,TAMAN PELANGI, KLUANG JOHOR","Wednesday,Sunday"
"JALAN PELANGI 12,TAMAN PELANGI, KLUANG JOHOR","Wednesday,Sunday"
"JALAN PELANGI 13,TAMAN PELANGI, KLUANG JOHOR","Wednesday,Sunday"
"JALAN PELANGI 2,TAMAN PELANGI, KLUANG JOHOR","Wednesday,Sunday"
"JALAN PELANGI 3,TAMAN PELANGI, KLUANG JOHOR","Wednesday,Sunday"
"JALAN PELANGI 4,TAMAN PELANGI, KLUANG JOHOR","Wednesday,Sunday"
"JALAN PELANGI 5,TAMAN PELANGI, KLUANG JOHOR","Wednesday,Sunday"
"JALAN PELANGI 6,TAMAN PELANGI, KLUANG JOHOR","Wednesday,Sunday"
"JALAN PELANGI 7,TAMAN PELANGI, KLUANG JOHOR","Wednesday,Sunday"
"JALAN PELANGI 8,TAMAN PELANGI, KLUANG JOHOR","Wednesday,Sunday"
"JALAN PELANGI 9,TAMAN PELANGI, KLUANG JOHOR","Wednesday,Sunday"
"JALAN PELANGI 14,TAMAN PELANGI, KLUANG JOHOR","Wednesday,Sunday"
"JALAN PELANGI 15,TAMAN PELANGI, KLUANG JOHOR","Wednesday,Sunday"
"JALAN PELANGI 16,TAMAN PELANGI, KLUANG JOHOR","Wednesday,Sunday"
"JALAN PELANGI 17,TAMAN PELANGI, KLUANG JOHOR","Wednesday,Sunday"
"JALAN PELANGI 18,TAMAN PELANGI, KLUANG JOHOR","Wednesday,Sunday"
"JALAN PELANGI 19,TAMAN PELANGI, KLUANG JOHOR","Wednesday,Sunday"
"JALAN PELANGI 20,TAMAN PELANGI, KLUANG JOHOR","Wednesday,Sunday"
"JALAN PELANGI 21,TAMAN PELANGI, KLUANG JOHOR","Wednesday,Sunday"
"JALAN PELANGI 22,TAMAN PELANGI, KLUANG JOHOR","Wednesday,Sunday"
"JALAN PELANGI 23,TAMAN PELANGI, KLUANG JOHOR","Wednesday,Sunday"
"JALAN PELANGI 24,TAMAN PELANGI, KLUANG JOHOR","Wednesday,Sunday"
"JALAN PELANGI INDAH 1,TAMAN PELANGI INDAH, KLUANG JOHOR","Monday,Thursday"
"JALAN PELANGI INDAH 2,TAMAN PELANGI INDAH, KLUANG JOHOR","Monday,Thursday"
"JALAN PELANGI INDAH 3,TAMAN PELANGI INDAH, KLUANG JOHOR","Monday,Thursday"
"JALAN PELANGI INDAH 4,TAMAN PELANGI INDAH, KLUANG JOHOR","Monday,Thursday"
"JALAN PELANGI JAYA 1,TAMAN PELANGI JAYA, KLUANG JOHOR","Monday,Thursday"
"JALAN PELANGI JAYA 2,TAMAN PELANGI JAYA, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
"JALAN PELANGI JAYA 3,TAMAN PELANGI JAYA, KLUANG JOHOR","Monday,Thursday"
"JALAN PELANGI JAYA 4,TAMAN PELANGI JAYA, KLUANG JOHOR","Monday,Thursday"
"JALAN PELANGI JAYA 5,TAMAN PELANGI JAYA, KLUANG JOHOR","Monday,Thursday"
"JALAN PELANGI JAYA 6,TAMAN PELANGI JAYA, KLUANG JOHOR","Monday,Thursday"
"JALAN PELANGI JAYA 7,TAMAN PELANGI JAYA, KLUANG JOHOR","Monday,Thursday"
"JALAN PELANGI JAYA 8,TAMAN PELANGI JAYA, KLUANG JOHOR","Monday,Thursday"
"JALAN PERMATA 1,TAMAN PERMATA, KLUANG JOHOR","Monday,Thursday"
"JALAN PERMATA 10,TAMAN PERMATA, KLUANG JOHOR","Monday,Thursday"
"JALAN PERMATA 11,TAMAN PERMATA, KLUANG JOHOR","Monday,Thursday"
"JALAN PERMATA 11/5,TAMAN PERMATA, KLUANG JOHOR","Monday,Thursday"
"JALAN PERMATA 12,TAMAN PERMATA, KLUANG JOHOR","Monday,Thursday"
"JALAN PERMATA 2,TAMAN PERMATA, KLUANG JOHOR","Monday,Thursday"
"JALAN PERMATA 3,TAMAN PERMATA, KLUANG JOHOR","Monday,Thursday"
"JALAN PERMATA 4/2,TAMAN PERMATA, KLUANG JOHOR","Monday,Thursday"
"JALAN PERMATA 5,TAMAN PERMATA, KLUANG JOHOR","Monday,Thursday"
"JALAN PERMATA 6,TAMAN PERMATA, KLUANG JOHOR","Monday,Thursday"
"JALAN PERMATA 6/2,TAMAN PERMATA, KLUANG JOHOR","Monday,Thursday"
"JALAN PERMATA 6/4,TAMAN PERMATA, KLUANG JOHOR","Monday,Thursday"
"JALAN PERMATA 7,TAMAN PERMATA, KLUANG JOHOR","Monday,Thursday"
"JALAN PERMATA 8,TAMAN PERMATA, KLUANG JOHOR","Monday,Thursday"
"JALAN PERMATA 8/2,TAMAN PERMATA, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
"JALAN PERMATA 11/1,TAMAN PERMATA, KLUANG JOHOR","Monday,Thursday"
"JALAN PERMATA 11/3,TAMAN PERMATA, KLUANG JOHOR","Monday,Thursday"
"JALAN PERMATA,TAMAN PERMATA 1, KLUANG JOHOR","Monday,Thursday"
"JALAN PERMATA 13/1,TAMAN PERMATA 1, KLUANG JOHOR","Monday,Thursday"
"JALAN PERMATA 13/2,TAMAN PERMATA 1, KLUANG JOHOR","Monday,Thursday"
"JALAN PERMATA 13/3,TAMAN PERMATA 1, KLUANG JOHOR","Monday,Thursday"
"JALAN PERMATA 13/4,TAMAN PERMATA 1, KLUANG JOHOR","Monday,Thursday"
"JALAN PERMATA 13/5,TAMAN PERMATA 1, KLUANG JOHOR","Monday,Thursday"
"JALAN PERMATA 13/6,TAMAN PERMATA 1, KLUANG JOHOR","Monday,Thursday"
"JALAN PERMATA 14/1,TAMAN PERMATA 1, KLUANG JOHOR","Monday,Thursday"
"JALAN PERMATA 14/2,TAMAN PERMATA 1, KLUANG JOHOR","Monday,Thursday"
"JALAN PERMATA 14/3,TAMAN PERMATA 1, KLUANG JOHOR","Monday,Thursday"
"JALAN PERMATA 14/4,TAMAN PERMATA 1, KLUANG JOHOR","Monday,Thursday"
"JALAN PERWIRA JAYA 1,TAMAN PERWIRA JAYA, KLUANG JOHOR","Monday,Thursday"
"JALAN PERWIRA JAYA 1,TAMAN PERWIRA JAYA, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
"JALAN PERWIRA JAYA 2,TAMAN PERWIRA JAYA, KLUANG JOHOR","Monday,Thursday"
"JALAN PERWIRA JAYA 3,TAMAN PERWIRA JAYA, KLUANG JOHOR","Monday,Thursday"
"JALAN PERWIRA JAYA 4,TAMAN PERWIRA JAYA, KLUANG JOHOR","Monday,Thursday"
"JALAN PERWIRA JAYA 5,TAMAN PERWIRA JAYA, KLUANG JOHOR","Monday,Thursday"
"JALAN PERWIRA JAYA 6,TAMAN PERWIRA JAYA, KLUANG JOHOR","Monday,Thursday"
"JALAN PERWIRA JAYA 7,TAMAN PERWIRA JAYA, KLUANG JOHOR","Monday,Thursday"
"JALAN PERWIRA JAYA 8,TAMAN PERWIRA JAYA, KLUANG JOHOR","Monday,Thursday"
"JALAN REBANA,TAMAN REBANA, KLUANG JOHOR","Tuesday,Friday"
"JALAN REBANA 1,TAMAN REBANA, KLUANG JOHOR","Tuesday,Friday"
"JALAN REBANA 2,TAMAN REBANA, KLUANG JOHOR","Tuesday,Friday"
"JALAN REBANA 3,TAMAN REBANA, KLUANG JOHOR","Tuesday,Friday"
"JALAN RIA 8,TAMAN RIA, SRI LALANG, KLUANG JOHOR","Tuesday,Friday"
"JALAN RIA,TAMAN RIA, SRI LALANG, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
"JALAN RIA 1,TAMAN RIA, SRI LALANG, KLUANG JOHOR","Tuesday,Friday"
"JALAN RIA 2,TAMAN RIA, SRI LALANG, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
"JALAN RIA 3,TAMAN RIA, SRI LALANG, KLUANG JOHOR","Tuesday,Friday"
"JALAN RIA 4,TAMAN RIA, SRI LALANG, KLUANG JOHOR","Tuesday,Friday"
"JALAN RIA 5,TAMAN RIA, SRI LALANG, KLUANG JOHOR","Tuesday,Friday"
"JALAN RIA 6,TAMAN RIA, SRI LALANG, KLUANG JOHOR","Tuesday,Friday"
"JALAN RIA 7,TAMAN RIA, SRI LALANG, KLUANG JOHOR","Tuesday,Friday"
"JALAN RIA 9,TAMAN RIA, SRI LALANG, KLUANG JOHOR","Tuesday,Friday"
"JALAN SAUJANA DESA 1,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday"
"JALAN SAUJANA DESA 2,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday"
"JALAN SAUJANA BESTARI 11,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday"
"JALAN SAUJANA BESTARI 10,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday"
"JALAN SAUJANA BESTARI 9,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday"
"JALAN SAUJANA BESTARI 8,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday"
"JALAN SAUJANA BESTARI 7,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday"
"JALAN SAUJANA BESTARI 6,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday"
"JALAN SAUJANA BESTARI 5,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday"
"JALAN SAUJANA BESTARI 4,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday"
"JALAN SAUJANA BESTARI 3,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday"
"JALAN SAUJANA BESTARI 2,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday"
"JALAN SAUJANA BESTARI 1,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday"
"JALAN SAUJANA GEMILANG 4,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday"
"JALAN SAUJANA GEMILANG 5,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday"
"JALAN SAUJANA GEMILANG 6,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday"
"JALAN SAUJANA GEMILANG 7,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday"
"JALAN SAUJANA GEMILANG 8,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday"
"JALAN SAUJANA GEMILANG 9,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday"
"JALAN SAUJANA IMPIAN 1,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday"
"JALAN SAUJANA IMPIAN 2,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday"
"JALAN SAUJANA DAMAI 1,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday"
"JALAN SAUJANA DAMAI 2,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday"
"JALAN SAUJANA GEMILANG 1,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday"
"JALAN SAUJANA GEMILANG 2,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday"
"JALAN SAUJANA GEMILANG 3,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday"
